GAP_code,common_name,scientific_name,start_date,end_date,publication_date,citation,place_keywords,theme_keywords,editor,reviewer,NatureServe_element_code,TSN_code,Global_SEQ_ID,input_data,IPDS,abstract,doi,ScienceBase_url
mARMYx,Arizona Myotis,Myotis occultus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Arizona Myotis (Myotis occultus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7J38QW0.",United States,"Myotis occultus, Arizona Myotis",Thomas Laxson,Jeff Lonneker,AMACC01160,946254,638468,"['elevation', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Arizona Myotis.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7J38QW0,https://www.sciencebase.gov/catalog/item/58fa6107e4b0b7ea5452570d
mARSHx,Arizona Shrew,Sorex arizonae,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Arizona Shrew (Sorex arizonae) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7DB8052.",United States,"Sorex arizonae, Arizona Shrew",Ken Boykin,Jeff Lonneker,AMABA01240,179939,103567,"['elevation', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Arizona Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7DB8052,https://www.sciencebase.gov/catalog/item/58fa6116e4b0b7ea54525712
mAWSHx,American Water Shrew,Sorex palustris,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, American Water Shrew (Sorex palustris) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F78K77FB.",United States,"Sorex palustris, American Water Shrew",Thomas Laxson,Jeff Lonneker,AMABA01150,179933,102872,"['elevation', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for American Water Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F78K77FB,https://www.sciencebase.gov/catalog/item/58fa6126e4b0b7ea54525717
mAZWOx,Arizona Woodrat,Neotoma devia,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Arizona Woodrat (Neotoma devia) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F74T6GR2.",United States,"Neotoma devia, Arizona Woodrat",Ken Boykin,Jeff Lonneker,AMAFF08050,552494,106347,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Arizona Woodrat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F74T6GR2,https://www.sciencebase.gov/catalog/item/58fa6137e4b0b7ea5452571c
mBASHx,Barbary Sheep,Ammotragus lervia,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Barbary Sheep (Ammotragus lervia) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7154FDX.",United States,"Ammotragus lervia, Barbary Sheep",Matt Rubino,Steve Williams,AMALE05010,180719,100764,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Barbary Sheep.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7154FDX,https://www.sciencebase.gov/catalog/item/58fa614de4b0b7ea54525721
mBBBAx,Big Brown Bat,Eptesicus fuscus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Big Brown Bat (Eptesicus fuscus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7WD3XZP.",United States,"Eptesicus fuscus, Big Brown Bat",Nathan Tarr,Matt Rubino,AMACC04010,180008,105810,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Big Brown Bat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7WD3XZP,https://www.sciencebase.gov/catalog/item/58fa615de4b0b7ea54525726
mBCPMx,Baja California Pocket Mouse,Chaetodipus rudinoris,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Baja California Pocket Mouse (Chaetodipus rudinoris) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7RN367R.",United States,"Chaetodipus rudinoris, Baja California Pocket Mouse",Matt Rubino,Steve Williams,AMAFD05110,900643,768502,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Baja California Pocket Mouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7RN367R,https://www.sciencebase.gov/catalog/item/58fa6170e4b0b7ea5452572b
mBDSHx,Baird's Shrew,Sorex bairdi,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Baird's Shrew (Sorex bairdi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7MW2FH1.",United States,"Sorex bairdi, Baird's Shrew",Nathan Tarr,Matt Rubino,AMABA01320,709810,104591,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Baird's Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7MW2FH1,https://www.sciencebase.gov/catalog/item/58fa6180e4b0b7ea54525731
mBEDEx,Black-eared Deermouse,Peromyscus melanotis,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Black-eared Deermouse (Peromyscus melanotis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7H41PSM.",United States,"Peromyscus melanotis, Black-eared Deermouse",Jeff Lonneker,Nathan Tarr,AMAFF03160,180287,102816,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Black-eared Deermouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7H41PSM,https://www.sciencebase.gov/catalog/item/58fa6192e4b0b7ea54525737
mBEWOx,Big-eared Woodrat,Neotoma macrotis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Big-eared Woodrat (Neotoma macrotis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7CC0Z29.",United States,"Neotoma macrotis, Big-eared Woodrat",Matt Rubino,Nathan Tarr,AMAFF08120,970629,768509,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Big-eared Woodrat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7CC0Z29,https://www.sciencebase.gov/catalog/item/58fa61a3e4b0b7ea5452573c
mBFFEx,Black-footed Ferret,Mustela nigripes,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Black-footed Ferret (Mustela nigripes) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F77P8WRB.",United States,"Mustela nigripes, Black-footed Ferret",Jeff Lonneker,Steve Williams,AMAJF02040,180557,102031,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Black-footed Ferret.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F77P8WRB,https://www.sciencebase.gov/catalog/item/58fa61b1e4b0b7ea54525741
mBFMOx,Broad-footed Mole,Scapanus latimanus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Broad-footed Mole (Scapanus latimanus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F73X851D.",United States,"Scapanus latimanus, Broad-footed Mole",Matt Rubino,Nathan Tarr,AMABB02030,179981,103950,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Broad-footed Mole.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F73X851D,https://www.sciencebase.gov/catalog/item/58fa61c5e4b0b7ea54525746
mBFTBx,Big Free-tailed Bat,Nyctinomops macrotis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Big Free-tailed Bat (Nyctinomops macrotis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7057DBF.",United States,"Nyctinomops macrotis, Big Free-tailed Bat",Thomas Laxson,Jeff Lonneker,AMACD04020,180086,101410,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Big Free-tailed Bat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7057DBF,https://www.sciencebase.gov/catalog/item/58fa61d9e4b0b7ea5452574a
mBGSQx,Belding's Ground Squirrel,Urocitellus beldingi,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Belding's Ground Squirrel (Urocitellus beldingi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7VD6WVR.",United States,"Urocitellus beldingi, Belding's Ground Squirrel",Nathan Tarr,Matt Rubino,AMAFB05060,930315,104604,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Belding's Ground Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7VD6WVR,https://www.sciencebase.gov/catalog/item/58fa61e8e4b0b7ea5452574f
mBISHx,Bighorn Sheep,Ovis canadensis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Bighorn Sheep (Ovis canadensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7QN654T.",United States,"Ovis canadensis, Bighorn Sheep",Thomas Laxson,Jeff Lonneker,AMALE04010,180711,102557,['undocumented'],IP-082267,"This dataset represents a species habitat distribution model for Bighorn Sheep.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7QN654T,https://www.sciencebase.gov/catalog/item/58fa61f9e4b0b7ea54525754
mBISOx,American Bison,Bison bison,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, American Bison (Bison bison) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7KW5DD3.",United States,"Bison bison, American Bison",Matt Rubino,Nathan Tarr,AMALE01010,180706,101908,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for American Bison.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7KW5DD3,https://www.sciencebase.gov/catalog/item/58fa620be4b0b7ea54525758
mBOBCx,Bobcat,Lynx rufus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Bobcat (Lynx rufus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7G44NPP.",United States,"Lynx rufus, Bobcat",Matt Rubino,Nathan Tarr,AMAJH03020,180582,106470,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation', 'human_impact_avoidance']",IP-082267,"This dataset represents a species habitat distribution model for Bobcat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7G44NPP,https://www.sciencebase.gov/catalog/item/58fa621be4b0b7ea5452575c
mBOGOx,Botta's Pocket Gopher,Thomomys bottae,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Botta's Pocket Gopher (Thomomys bottae) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7BG2MB7.",United States,"Thomomys bottae, Botta's Pocket Gopher",Jeff Lonneker,Steve Williams,AMAFC01020,180222,100356,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Botta's Pocket Gopher.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7BG2MB7,https://www.sciencebase.gov/catalog/item/58fa6229e4b0b7ea54525761
mBPGOx,Baird's Pocket Gopher,Geomys breviceps,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Baird's Pocket Gopher (Geomys breviceps) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F76Q1VMH.",United States,"Geomys breviceps, Baird's Pocket Gopher",Matt Rubino,Nathan Tarr,AMAFC02060,552517,105796,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Baird's Pocket Gopher.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F76Q1VMH,https://www.sciencebase.gov/catalog/item/58fa623ae4b0b7ea54525766
mBPMOx,Bailey's Pocket Mouse,Chaetodipus baileyi,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Bailey's Pocket Mouse (Chaetodipus baileyi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F72Z13XM.",United States,"Chaetodipus baileyi, Bailey's Pocket Mouse",Matt Rubino,Jeff Lonneker,AMAFD05010,552520,769108,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Bailey's Pocket Mouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F72Z13XM,https://www.sciencebase.gov/catalog/item/58fa6248e4b0b7ea5452576a
mBRBEx,Brown Bear,Ursus arctos,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Brown Bear (Ursus arctos) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7Z60MFN.",United States,"Ursus arctos, Brown Bear",Jeff Lonneker,Steve Williams,AMAJB01020,180543,102187,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Brown Bear.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7Z60MFN,https://www.sciencebase.gov/catalog/item/58fa625ae4b0b7ea5452576d
