GAP_code,common_name,scientific_name,start_date,end_date,publication_date,citation,place_keywords,theme_keywords,modeler,NatureServe_element_code,TSN_code,EGT_ID,input_data,IPDS,abstract
mLEWEx,Least Weasel,Mustela nivalis,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Least Weasel (Mustela nivalis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Mustela nivalis, Least Weasel",Nathan Tarr,AMAJF02020,180554,102930,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Least Weasel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLLMYx,Long-legged Myotis,Myotis volans,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Long-legged Myotis (Myotis volans) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Myotis volans, Long-legged Myotis",Thomas Laxon,AMACC01110,179990,102173,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Long-legged Myotis.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLOCHc,Mt. Pinos Lodgepole Chipmunk,Tamias speciosus callipeplus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Mt. Pinos Lodgepole Chipmunk (Tamias speciosus callipeplus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Tamias speciosus callipeplus, Mt. Pinos Lodgepole Chipmunk",Matthew Rubino,AMAFB02171,180206,105202,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Mt. Pinos Lodgepole Chipmunk.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLOCHx,Lodgepole Chipmunk,Tamias speciosus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Lodgepole Chipmunk (Tamias speciosus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Tamias speciosus, Lodgepole Chipmunk",Matthew Rubino,AMAFB02170,180206,105567,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Lodgepole Chipmunk.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLOECx,Long-eared Chipmunk,Tamias quadrimaculatus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Long-eared Chipmunk (Tamias quadrimaculatus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Tamias quadrimaculatus, Long-eared Chipmunk",,AMAFB02160,180200,100740,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Long-eared Chipmunk.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLPMOp,Pacific Pocket Mouse,Perognathus longimembris pacificus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Pacific Pocket Mouse (Perognathus longimembris pacificus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Perognathus longimembris pacificus, Pacific Pocket Mouse",Matthew Rubino,AMAFD01042,180267,102167,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Pacific Pocket Mouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLPMOx,Little Pocket Mouse,Perognathus longimembris,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Little Pocket Mouse (Perognathus longimembris) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Perognathus longimembris, Little Pocket Mouse",Matthew Rubino,AMAFD01040,180267,102955,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Little Pocket Mouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLTPMx,Long-tailed Pocket Mouse,Chaetodipus formosus,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Long-tailed Pocket Mouse (Chaetodipus formosus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Chaetodipus formosus, Long-tailed Pocket Mouse",Matthew Rubino,AMAFD05040,552482,106345,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Long-tailed Pocket Mouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLTSHx,Long-tailed Shrew,Sorex dispar,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Long-tailed Shrew (Sorex dispar) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Sorex dispar, Long-tailed Shrew",Nathan Tarr,AMABA01210,179941,802276,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Long-tailed Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLTVOl,White-bellied Vole,Microtus longicaudus leucophaeus,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, White-bellied Vole (Microtus longicaudus leucophaeus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Microtus longicaudus leucophaeus, White-bellied Vole",Matthew Rubino,AMAFF11061,180299,102845,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for White-bellied Vole.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLTVOx,Long-Tailed Vole,Microtus longicaudus,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Long-Tailed Vole (Microtus longicaudus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Microtus longicaudus, Long-Tailed Vole",Matthew Rubino,AMAFF11060,180299,102513,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Long-Tailed Vole.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLTWEx,Long-tailed Weasel,Mustela frenata,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Long-tailed Weasel (Mustela frenata) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Mustela frenata, Long-tailed Weasel",Nathan Tarr,AMAJF02030,180556,100836,"['forest_edge', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Long-tailed Weasel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mMAORn,Key Oryzomys,Oryzomys palustris natator,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Key Oryzomys (Oryzomys palustris natator) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Oryzomys palustris natator, Key Oryzomys",Matthew Rubino,AMAFF01013,,,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Key Oryzomys.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mMAORx,Marsh Oryzomys,Oryzomys palustris,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Marsh Oryzomys (Oryzomys palustris) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Oryzomys palustris, Marsh Oryzomys",Matthew Rubino,AMAFF01010,180336,104423,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Marsh Oryzomys.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mMARAh,Lower Keys Rabbit,Sylvilagus palustris heferni,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Lower Keys Rabbit (Sylvilagus palustris heferni) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Sylvilagus palustris heferni, Lower Keys Rabbit",Matthew Rubino,AMAEB01031,,105702,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Lower Keys Rabbit.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mMARAx,Marsh Rabbit,Sylvilagus palustris,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Marsh Rabbit (Sylvilagus palustris) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Sylvilagus palustris, Marsh Rabbit",Matthew Rubino,AMAEB01030,180120,100126,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Marsh Rabbit.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mMEDEx,Merriam's Deermouse,Peromyscus merriami,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Merriam's Deermouse (Peromyscus merriami) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Peromyscus merriami, Merriam's Deermouse",,AMAFF03020,180288,101887,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Merriam's Deermouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mMESHx,Merriam's Shrew,Sorex merriami,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Merriam's Shrew (Sorex merriami) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Sorex merriami, Merriam's Shrew",Thomas Laxon,AMABA01230,179949,106414,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Merriam's Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mMESQx,Mexican Ground Squirrel,Spermophilus mexicanus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Mexican Ground Squirrel (Spermophilus mexicanus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Spermophilus mexicanus, Mexican Ground Squirrel",Nathan Tarr,AMAFB05100,180155,100396,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Mexican Ground Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mMEVOd,Duke's Marsh Vole,Microtus pennsylvanicus dukecampbelli,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Duke's Marsh Vole (Microtus pennsylvanicus dukecampbelli) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Microtus pennsylvanicus dukecampbelli, Duke's Marsh Vole",Matthew Rubino,AMAFF11014,180297,106543,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Duke's Marsh Vole.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mMEVOx,Meadow Vole,Microtus pennsylvanicus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Meadow Vole (Microtus pennsylvanicus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Microtus pennsylvanicus, Meadow Vole",Matthew Rubino,AMAFF11010,180297,103729,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Meadow Vole.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mMEWOx,Mexican Woodrat,Neotoma mexicana,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Mexican Woodrat (Neotoma mexicana) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Neotoma mexicana, Mexican Woodrat",Matthew Rubino,AMAFF08070,180375,102682,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Mexican Woodrat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mMFSQx,Mexican Fox Squirrel,Sciurus nayaritensis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Mexican Fox Squirrel (Sciurus nayaritensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Sciurus nayaritensis, Mexican Fox Squirrel",,AMAFB07050,180177,100238,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Mexican Fox Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
